"","Mouse.Name","Mouse","Genotype","Weight.Value","Colony.Prefix","Colony.Name","Cohort.Name","Pipeline","Gene.Name","Gender","Birth.Date","Assay.Date","Age.In.Weeks","X","X.1","Blood.Volume","Anaesthetic","Sodium","K","Cl","Gluc","Trigs","Chol","Hdl","Ldl","Nefac","Glyc","Frct","Amy","Tp","Alb","Ca","Phos","Iron","Ast","Alp","Alt","Creat","Urea","Tbilc","Ck","Mg","Lih","Comments","Hitachi.Cup","T4","Insulin","Insulin.Assay.Date","Full.Strain","Core.Strain","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","Sodium_added"
"205","MCFF32.2c","M00786248","+/+",34.8,"MCFF","9030409G11Rik Knockout First EPD0157_6_B09","B6N Mouse GP 20110401","Mouse GP","Kazn","Male","02-Apr-11","21-Jul-11",15.7,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.6,4.3,107.3,21.12,0.73,6.22,3.85,1.6,0.207,148,195.38,648.6,49.8,25.09,2.26,2.14,33.5,177.2,135.7,193.4,7.3,7.3,1.8,429.7,0.75,"LIP: Normal    ICT: Normal    HEM: Normal","",17593,5.5,0.96,"09-Jan-12","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.6
"206","MCFF32.2a","M00786246","+/+",37.7,"MCFF","9030409G11Rik Knockout First EPD0157_6_B09","B6N Mouse GP 20110401","Mouse GP","Kazn","Male","02-Apr-11","21-Jul-11",15.7,NA,NA,700,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142,4.4,106.3,25.95,0.76,7.3,4.27,2.19,0.271,143.9,192.54,748.3,51.7,26.11,2.32,2.11,31.6,282,142.2,313.2,8.7,7.9,2,701.7,0.73,"LIP: Normal    ICT: Normal    HEM: Normal","",17596,6.3,0.89,"09-Jan-12","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142
"207","MCBN34.2b","M00784283","+/+",41.7,"MCBN","Rtbdn Knockout First EPD0143_4_A08","B6N Mouse GP 20110401","Mouse GP","Rtbdn","Male","01-Apr-11","21-Jul-11",15.9,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.7,3.8,105.7,27.43,0.52,7.3,4.41,2.02,0.373,141.5,195.38,655.1,54.6,27.2,2.38,2.24,30.1,266.7,164.1,324.6,7.9,6.1,2.2,65.6,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",17627,5.7,0.4,"09-Jan-12","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.7
"208","MCBN34.2a","M00784282","+/+",44.6,"MCBN","Rtbdn Knockout First EPD0143_4_A08","B6N Mouse GP 20110401","Mouse GP","Rtbdn","Male","01-Apr-11","21-Jul-11",15.9,NA,NA,950,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.9,4.2,106.7,26.43,1,6.75,4.22,1.92,0.586,217.8,195.37,714.3,53.1,26.11,2.32,2.18,29.2,145,128.2,205.1,8.6,7.3,1.6,57.9,0.83,"LIP: Normal    ICT: Normal    HEM: Normal","",17613,5.5,0.79,"09-Jan-12","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.9
"209","MALM30.2e","M00784130","+/+",39.8,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110401","Mouse GP","Ezh2","Male","31-Mar-11","21-Jul-11",16,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.7,4.4,105.2,25.15,0.67,7.6,4.26,2.5,0.43,176.8,192.54,617.4,53.1,26.98,2.41,2.55,39,341.7,172.5,392.5,9,6.8,2.3,845.6,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",17617,6.1,0.85,"09-Jan-12","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.7
"210","MALM30.2c","M00784128","+/+",41.3,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110401","Mouse GP","Ezh2","Male","31-Mar-11","21-Jul-11",16,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.6,4,107.5,23.37,0.66,7.58,4.45,2.29,0.406,157,186.89,610.5,54.1,27.06,2.32,2.18,32.6,261.4,153.8,331.6,9.7,7.6,2.1,110.5,0.82,"LIP: Normal    ICT: Normal    HEM: Normal","",17626,6.1,0.75,"09-Jan-12","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.6
"211","MCKX37.2b","M00791821","+/+",34.6,"MCKX","Pik3cg Knockout 1 EPD0359_4_A06(1)","B6N Mouse GP 20110407","Mouse GP","Pik3cg","Male","08-Apr-11","27-Jul-11",15.7,NA,NA,600,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",146.7,5.6,106.9,23.26,1.11,5,3.42,1.13,0.44,218.6,200.45,746,47.7,22.96,2.33,3.34,33.8,150.2,92.9,191.5,8.8,7.8,1.8,1145.3,1.01,"LIP: TestTemplate not performed    ICT: TestTemplate not performed    HEM: TestTemplate not performed","Insufficient Volume ",17901,4.2,NA,"","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",146.7
"212","MCKX37.2d","M00791823","+/+",37.5,"MCKX","Pik3cg Knockout 1 EPD0359_4_A06(1)","B6N Mouse GP 20110407","Mouse GP","Pik3cg","Male","08-Apr-11","27-Jul-11",15.7,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.2,4.7,105,32.85,0.96,6.45,4.1,1.73,0.526,162,203.4,1050.4,50.2,25.9,2.32,2.61,28.7,175.8,125.7,184.6,8.4,7.1,2,206.1,0.92,"LIP: Normal    ICT: Normal    HEM: Normal","",17892,5.6,0.35,"20-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.2
"213","MCKX37.2h","M00791827","+/+",39.8,"MCKX","Pik3cg Knockout 1 EPD0359_4_A06(1)","B6N Mouse GP 20110407","Mouse GP","Pik3cg","Male","08-Apr-11","27-Jul-11",15.7,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.1,4.7,104.1,32.18,1.11,6.56,4.1,1.79,0.624,179.8,209.29,709.4,51.5,26.8,2.35,2.58,31.5,177,121.5,163.5,6.2,6.8,1.6,212.2,0.94,"LIP: Normal    ICT: Normal    HEM: Normal","",17890,5,0.34,"20-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.1
"214","MCKX36.2e","M00791815","+/+",38.4,"MCKX","Pik3cg Knockout 1 EPD0359_4_A06(1)","B6N Mouse GP 20110407","Mouse GP","Pik3cg","Male","08-Apr-11","27-Jul-11",15.7,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144,4,107.8,23.79,0.6,5.41,3.53,1.4,0.325,156.2,185.71,674.4,47.8,24.36,2.29,2.02,29.8,119.6,106.8,109.5,7.9,8,1.9,107.3,0.73,"LIP: Normal    ICT: Normal    HEM: Normal","",17768,4.9,1.26,"20-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144
"215","MCKX36.2d","M00791814","+/+",42.6,"MCKX","Pik3cg Knockout 1 EPD0359_4_A06(1)","B6N Mouse GP 20110407","Mouse GP","Pik3cg","Male","08-Apr-11","27-Jul-11",15.7,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.8,5.1,105.7,24.61,0.88,7.05,4.39,2.01,0.615,247.7,206.34,771.6,54.7,28.42,2.45,3,36.7,267.3,169.5,374.1,8.7,6.9,2.1,164.5,0.96,"LIP: Normal    ICT: Normal    HEM: Normal","",17873,5.6,0.86,"20-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.8
"216","MCKX36.2c","M00791813","+/+",38,"MCKX","Pik3cg Knockout 1 EPD0359_4_A06(1)","B6N Mouse GP 20110407","Mouse GP","Pik3cg","Male","08-Apr-11","27-Jul-11",15.7,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.8,4.9,105.2,33.79,0.68,6.59,4.23,1.79,0.452,154.6,200.44,757,50.4,26.05,2.32,2.58,24.4,210.3,123.2,207.4,8.8,7.2,1.9,219.6,0.93,"LIP: Normal    ICT: Normal    HEM: Normal","",17898,5.1,0.25,"20-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.8
"217","MCKX36.2b","M00791812","+/+",42.1,"MCKX","Pik3cg Knockout 1 EPD0359_4_A06(1)","B6N Mouse GP 20110407","Mouse GP","Pik3cg","Male","08-Apr-11","27-Jul-11",15.7,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.4,4.7,107.2,24.14,0.78,7.63,4.67,2.21,0.563,256.9,215.19,1050.6,55.2,27.82,2.47,2.69,37.6,273.8,157.9,301.5,9.5,7.6,2.3,183.3,0.9,"LIP: Normal    ICT: Normal    HEM: Normal","",17899,5.9,0.67,"20-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.4
"218","MCKX37.2a","M00791820","+/+",35.9,"MCKX","Pik3cg Knockout 1 EPD0359_4_A06(1)","B6N Mouse GP 20110407","Mouse GP","Pik3cg","Male","08-Apr-11","27-Jul-11",15.7,NA,NA,600,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.8,4.8,107.2,25.33,0.7,6.55,4.22,1.69,0.537,187.8,NA,807.3,50.4,24.21,2.38,2.68,29.4,280.2,113,208.1,8.7,7.3,2.4,1604.3,0.92,"LIP: TestTemplate not performed    ICT: TestTemplate not performed    HEM: TestTemplate not performed","Insufficient Volume ",17911,NA,0.46,"20-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.8
"219","MDCW46.1a","M00793988","+/+",40.1,"MDCW","Rapgefl1 Knockout 1 EPD0079_5_G07 #2","B6N Mouse GP 20110413","Mouse GP","Rapgefl1","Male","11-Apr-11","03-Aug-11",16.3,NA,NA,700,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.5,4.3,103.7,20.55,0.78,7.69,4.54,2.57,0.473,177.5,196.02,678,52.5,26.13,2.32,2.46,40.3,212.1,162.3,311.4,8.5,8.5,2.9,76.7,0.85,"LIP: ABN    ICT: ABN    HEM: ABN","Haemolyzed + ",18011,6.4,1.12,"19-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.5
"220","MDCW45.1a","M00793984","+/+",41.6,"MDCW","Rapgefl1 Knockout 1 EPD0079_5_G07 #2","B6N Mouse GP 20110413","Mouse GP","Rapgefl1","Male","14-Apr-11","03-Aug-11",15.9,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",145.5,3.8,108.1,17.53,0.54,6.28,4.05,1.84,0.497,182.4,196.01,875.6,49.9,26.34,2.32,2.4,29.2,153.3,110.6,190.4,9.1,8.3,1.8,66.1,0.84,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed + ",17996,5.1,3.02,"19-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",145.5
"221","MDCW45.1b","M00793985","+/+",42.3,"MDCW","Rapgefl1 Knockout 1 EPD0079_5_G07 #2","B6N Mouse GP 20110413","Mouse GP","Rapgefl1","Male","14-Apr-11","03-Aug-11",15.9,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.7,4.5,104.8,26.29,0.84,7.4,4.39,2.48,0.582,192.7,198.98,724.6,51.6,26.6,2.33,2.85,37.8,262.3,170.1,318.3,9,8.4,2.4,714.3,0.91,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed + ",18000,5.7,1.34,"19-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.7
"222","MDCW45.1c","M00793986","+/+",35.4,"MDCW","Rapgefl1 Knockout 1 EPD0079_5_G07 #2","B6N Mouse GP 20110413","Mouse GP","Rapgefl1","Male","14-Apr-11","03-Aug-11",15.9,NA,NA,700,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141,4.4,104.9,27.8,1,6.68,4.24,2.03,0.656,234.9,196.01,695.8,49.7,24.81,2.39,3,46.2,197.5,122.3,170.6,8.9,8.7,1.7,346.9,0.89,"LIP: Normal    ICT: Normal    HEM: Normal","Haemolyzed + ",17993,5.7,0.37,"19-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141
"223","MCSC20.3c","M00791882","+/+",44.7,"MCSC","Anp32e EPD0287_2_B10","B6N Mouse GP 20110413","Mouse GP","Anp32e","Male","13-Apr-11","03-Aug-11",16,NA,NA,800,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.4,4.4,104.6,26.33,1.01,6.85,4.13,2.33,0.411,195.6,193.04,689.2,49.6,26.04,2.35,2.57,33.6,216.5,137.7,303.3,8.9,8.1,1.9,322.8,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",18036,5.6,2.4,"19-Dec-11","C57BL/6N(31.25%);C57BL/6NTac(68.75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.4
"224","MCSC17.2a","M00791872","+/+",40,"MCSC","Anp32e EPD0287_2_B10","B6N Mouse GP 20110413","Mouse GP","Anp32e","Male","13-Apr-11","03-Aug-11",16,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142,4.3,107.1,25.62,0.52,6.19,3.84,2.04,0.297,134,178.2,796.8,46.8,25.51,2.32,2.35,29.9,190.8,107.2,192,9.2,7.7,1.4,299.8,0.84,"LIP: Normal    ICT: Normal    HEM: Normal","",18028,5.1,0.97,"19-Dec-11","C57BL/6N(37.5%);C57BL/6NTac(62.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142
"225","MCSC17.2b","M00791873","+/+",37.5,"MCSC","Anp32e EPD0287_2_B10","B6N Mouse GP 20110413","Mouse GP","Anp32e","Male","13-Apr-11","03-Aug-11",16,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",146.9,4.3,109.1,13.44,0.69,2.01,1.32,0.72,0.522,198.3,169.29,656.5,45.9,22.81,2.35,3.2,26.2,250,194.8,175.4,7.7,5.5,NA,121.2,1.03,"LIP: Normal    ICT: Normal    HEM: Normal","Icteric ",18038,4.9,0.46,"19-Dec-11","C57BL/6N(37.5%);C57BL/6NTac(62.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",146.9
"226","MDCW46.1c","M00793990","+/+",39.4,"MDCW","Rapgefl1 Knockout 1 EPD0079_5_G07 #2","B6N Mouse GP 20110413","Mouse GP","Rapgefl1","Male","11-Apr-11","03-Aug-11",16.3,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140.3,4.2,105.6,29.33,0.59,6.46,4,2.07,0.392,166.6,184.13,711.6,48.7,26.75,2.31,2.37,28.4,218.9,155.1,253.7,9.5,7.8,1.7,230.1,0.83,"LIP: Normal    ICT: Normal    HEM: Normal","",18031,5.5,0.94,"19-Dec-11","C57BL/6N;C57BL/6NTac","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140.3
"227","MBYL36.1c","M00798339","+/+",43.1,"MBYL","Mad2l2 Knockout First EPD0046_3_B02","B6N Mouse GP 20110418","Mouse GP","Mad2l2","Male","18-Apr-11","08-Aug-11",16,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.2,4.7,104.7,25.69,1.12,8.71,4.39,3.13,0.418,143.8,193.05,633.7,54.2,27.16,2.35,2.43,37.1,422.5,212.4,608.9,8.4,9.5,2.2,129.9,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",18052,5.9,0.87,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.2
"228","MBYL31.1a","M00798263","+/+",42.1,"MBYL","Mad2l2 Knockout First EPD0046_3_B02","B6N Mouse GP 20110418","Mouse GP","Mad2l2","Male","19-Apr-11","08-Aug-11",15.9,NA,NA,700,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.1,4.4,106.5,23.44,0.78,8.46,4.53,2.72,0.33,126.4,196.01,786.4,53.3,26.12,2.4,2.29,32.7,272.3,166.9,411.5,8.5,8.4,2.1,91.5,0.91,"LIP: Normal    ICT: Normal    HEM: Normal","",18063,6.2,1.42,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.1
"229","MBYL29.1b","M00800406","+/+",37.8,"MBYL","Mad2l2 Knockout First EPD0046_3_B02","B6N Mouse GP 20110418","Mouse GP","Mad2l2","Male","20-Apr-11","08-Aug-11",15.7,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.6,3.7,109.4,18.67,0.55,6.87,4.03,2.02,0.258,116.1,193.04,607.9,50.3,26.86,2.31,2.31,28.9,198.3,124,233.1,8.6,9,1.9,67.5,0.9,"LIP: Normal    ICT: Normal    HEM: Normal","",18067,6.8,1.26,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.6
"230","MBYL36.1d","M00798340","+/+",38.2,"MBYL","Mad2l2 Knockout First EPD0046_3_B02","B6N Mouse GP 20110418","Mouse GP","Mad2l2","Male","18-Apr-11","08-Aug-11",16,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",138.1,5,105.3,36.99,1.12,6.99,4.02,2.16,0.43,152.2,187.11,595.5,47.7,24.64,2.31,2.89,31.3,157.4,147.4,210.2,9.8,7.1,2.2,179.8,0.85,"LIP: Normal    ICT: Normal    HEM: Normal","",18043,5.5,1.02,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",138.1
"231","MAYV51.1b","M00798275","+/+",38.6,"MAYV","Mtor Knockout 1 EPD0046_3_B11","B6N Mouse GP 20110418","Mouse GP","Mtor","Male","18-Apr-11","08-Aug-11",16,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.3,4.1,108.1,25.31,0.95,8.11,4.6,2.68,0.529,187.9,198.99,667.8,53.1,27.84,2.33,1.93,36.3,206.3,138.8,297.7,8.3,8.2,2.4,186.8,0.76,"LIP: Normal    ICT: Normal    HEM: Normal","",18044,6.5,0.59,"19-Dec-11","C57BL/6N(15.625%);C57BL/6NTac(84.375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.3
"232","MAYV51.1a","M00798274","+/+",40.3,"MAYV","Mtor Knockout 1 EPD0046_3_B11","B6N Mouse GP 20110418","Mouse GP","Mtor","Male","18-Apr-11","08-Aug-11",16,NA,NA,900,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",142.7,4,107.7,24.57,0.76,7.71,4.34,2.49,0.423,168.3,190.07,683.2,52,26.37,2.3,2.05,31.3,265.7,138.6,384.1,9.2,8.2,1.9,77.9,0.8,"LIP: Normal    ICT: Normal    HEM: Normal","",18041,6.1,0.66,"19-Dec-11","C57BL/6N(15.625%);C57BL/6NTac(84.375%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",142.7
"233","MAYV44.3b","M00798212","+/+",39.7,"MAYV","Mtor Knockout 1 EPD0046_3_B11","B6N Mouse GP 20110418","Mouse GP","Mtor","Male","18-Apr-11","08-Aug-11",16,NA,NA,950,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.6,4.1,108.8,21.54,0.62,7.03,4.17,2.12,0.291,137.7,198.98,653.7,51.7,26.53,2.37,2.28,38.8,217.9,123.9,280.7,11.9,8.3,1.7,63,0.9,"LIP: Normal    ICT: Normal    HEM: Normal","",18051,5.6,2.15,"19-Dec-11","C57BL/6N(18.75%);C57BL/6NTac(81.25%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.6
"234","MBYL38.1a","M00804376","+/+",45.6,"MBYL","Mad2l2 Knockout First EPD0046_3_B02","B6N Mouse GP 20110418","Mouse GP","Mad2l2","Male","20-Apr-11","08-Aug-11",15.7,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",140,4.6,104.9,31.72,1.13,8.81,4.43,3.46,0.479,127.1,187.1,654.9,53.4,27.18,2.44,2.84,35.6,317.5,221.3,470,8.7,8.5,2.1,68.8,0.92,"LIP: Normal    ICT: Normal    HEM: Normal","",18047,5.9,1,"19-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",140
"235","MALM36.1d","M00807553","+/+",42.3,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110427","Mouse GP","Ezh2","Male","28-Apr-11","15-Aug-11",15.6,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",141.6,4.5,103.8,31.47,0.65,7.19,4.5,2.13,0.455,147.8,186.57,694.7,49.8,26.69,2.3,2.44,33.3,295.5,140.1,366.4,7.5,6.6,2.4,42.3,0.8,"LIP: Normal    ICT: Normal    HEM: Normal","",18108,4.9,0.65,"22-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",141.6
"236","MALM39.1b","M00802337","+/+",45.3,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110427","Mouse GP","Ezh2","Male","26-Apr-11","15-Aug-11",15.9,NA,NA,950,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",146.2,4.7,107.2,28.27,1.12,7.87,4.69,2.56,0.937,282.6,192.4,850.5,53.6,27.21,2.44,2.81,33.6,347.9,178.9,468.1,9.6,7.6,2.6,113.3,1.01,"LIP: Normal    ICT: Normal    HEM: Normal","",17938,4.7,1.46,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",146.2
"237","MALM39.1a","M00802336","+/+",42.5,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110427","Mouse GP","Ezh2","Male","26-Apr-11","15-Aug-11",15.9,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",147.1,5.1,107,26.42,1.08,8.48,4.8,2.74,0.996,244.4,198.23,690.7,55.7,29.5,2.42,2.91,37,455.8,196.3,551,10.4,7.3,3.1,115.1,1,"LIP: Normal    ICT: Normal    HEM: Normal","",18106,5.6,0.8,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",147.1
"238","MALM36.1b","M00807551","+/+",48.5,"MALM","EZh2 Knockout First EPD0052_2_C05","B6N Mouse GP 20110427","Mouse GP","Ezh2","Male","28-Apr-11","15-Aug-11",15.6,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",139.5,5.4,102.8,35.68,0.94,6.99,4.41,2.15,0.62,176.9,186.57,775.8,49.3,25.31,2.34,3,31.9,335.2,183,476.2,8.6,7.2,2.5,97.3,0.96,"LIP: Normal    ICT: Normal    HEM: Normal","",18024,4.5,1.64,"22-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",139.5
"239","MAZU60.1c","M00803107","+/+",43.9,"MAZU","Pik3r2 EPD0312_4_B10","B6N Mouse GP 20110427","Mouse GP","Pik3r2","Male","26-Apr-11","15-Aug-11",15.9,NA,NA,700,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",139.7,4.6,103.5,29.23,1.47,8.34,4.81,2.68,0.694,192,192.4,749.1,53.3,27.52,2.39,2.67,31,484.6,183.2,590.7,9.5,8.8,2.5,111.8,0.93,"LIP: Normal    ICT: Normal    HEM: Normal","",18124,5.6,0.28,"22-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",139.7
"240","MAZU60.1a","M00803105","+/+",42.9,"MAZU","Pik3r2 EPD0312_4_B10","B6N Mouse GP 20110427","Mouse GP","Pik3r2","Male","26-Apr-11","15-Aug-11",15.9,NA,NA,850,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.4,4.7,106.6,19.53,1.01,8.47,5.05,2.84,0.638,222.3,195.31,698.9,55.8,28.37,2.45,2.93,42.8,288.7,184.4,376.8,8.3,7.4,2.5,332.3,0.98,"LIP: Normal    ICT: Normal    HEM: Normal","",18122,6.4,0.49,"22-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.4
"241","MAYV43.4a","M00804295","+/+",44.9,"MAYV","Mtor Knockout 1 EPD0046_3_B11","B6N Mouse GP 20110427","Mouse GP","Mtor","Male","26-Apr-11","15-Aug-11",15.9,NA,NA,1000,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",144.5,4.6,106.1,22.81,0.8,7.58,4.51,2.56,0.634,187.2,183.65,724.8,52.7,26.9,2.35,2.31,34.2,430.3,181.5,564.7,9.2,8.4,2.4,41.1,0.83,"LIP: Normal    ICT: Normal    HEM: Normal","",18119,5.3,1.17,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",144.5
"242","MAYV43.4c","M00804297","+/+",37.7,"MAYV","Mtor Knockout 1 EPD0046_3_B11","B6N Mouse GP 20110427","Mouse GP","Mtor","Male","26-Apr-11","15-Aug-11",15.9,NA,NA,750,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",145.8,4.2,107.2,20.01,0.61,7.4,4.64,2.12,0.416,141.7,189.48,700.9,50.8,25.47,2.33,2.47,38.4,354.7,135.3,362.2,8.6,7.4,2.1,375.7,0.84,"LIP: Normal    ICT: Normal    HEM: Normal","",18117,5.3,1.2,"22-Dec-11","C57BL/6N(12.5%);C57BL/6NTac(87.5%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",145.8
"243","MCBV40.2b","M00811977","+/+",35.9,"MCBV","Hira Knockout First EPD0181_1_A05","B6N Mouse GP 20110503","Mouse GP","Hira","Male","01-May-11","23-Aug-11",16.3,NA,NA,700,"Ketamine (100mg/kg)/Xylazine (10mg/kg)",143.1,4.1,107.3,24.6,0.66,7.47,4.59,2.47,0.413,192.2,193.18,658,53.4,25.8,2.35,2.45,34.3,212.9,136.8,292.7,8.9,7.8,2.2,142,0.77,"LIP: Normal    ICT: Normal    HEM: Normal","",18204,4.8,0.79,"22-Dec-11","C57BL/6N(25%);C57BL/6NTac(75%)","B6N",NA,NA,NA,NA,NA,NA,NA,"",NA,"","",143.1
